Isbn,Title
0060930187,The Bell Jar: a Novel (perennial Classics)
0516076272,A Polar Bear Called Pingo
0679450432,Dark Lady
0821775863,The Future Scrolls
0821770209,About Face
0670855758,Tarot Says Beware (herculeah Jones Mystery)
0553562819,Globalhead
0446364193,Along Came a Spider
0446519138,Simple Abundance: a Daybook of Comfort and Joy
0425179672,The River King
0061042943,Final Appeal
0399144463,Who Moved My Cheese?: an Amazing Way to Deal with Change in Your Work and in Your Life
0965404560,Atonement
006015781X,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained
0060930705,Someone to Watch Over Me: Stories
0312206763,Stately Pursuits
0316116025,The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-and Other Journeys Through Knowledge (pinball Effect)
0156013967,"My Father, Dancing (harvest Book)"
0385314019,Women on the Case
0743444167,New Cardiff
0618231617,Almost
1567920047,A Tally of Types: with Additions By Several Hands ; and with a New Introduction By Mike Parker
0811203220,Stand Still Like the Hummingbird
1573229148,Crossing the Unknown Sea: Work As a Pilgrimage of Identity
0787955671,The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders
0425174484,"Expecting Adam: a True Story of Birth, Rebirth, and Everyday Magic"
0385496907,No Future Without Forgiveness
0446523992,"A Call to Conscience: the Landmark Speeches of Dr. Martin Luther King, Jr."
0140185216,On the Road (penguin 20th Century Classics)
0684717255,I and Thou
0486272745,The Prince (dover Thrift Editions)
0062507249,Becoming a Man: Half a Life Story
0684801221,The Old Man and the Sea
1576737357,"Becoming Me (diary of a Teenage Girl: Caitlin, Book 1)"
0060083298,The Dominant Blonde
0446672211,Where the Heart Is (oprah's Book Club)
0140293248,The Girls' Guide to Hunting and Fishing
0807070718,Rena's Promise: a Story of Sisters in Auschwitz
0743213831,America the Beautiful: a Novel
0345305477,Easy Travel to Other Planets
0061080519,The Mist and the Magic (harper Monogram)
0142000205,Icy Sparks (oprah's Book Club)
0316735027,The True and Outstanding Adventures of the Hunt Sisters: a Novel
193156146X,The Time Traveler's Wife
015600710X,Strange Fits of Passion: a Novel
0062517856,The Monk Downstairs: a Novel
0679767789,Lost in Place: Growing Up Absurd in Suburbia
0449911683,My Name Is Asher Lev
0425169626,Waking the Dead Tie-in
0449207757,Davita's Harp
0449245691,The Book of Lights
0140029400,Mimic Men
0140021566,The Mystic Masseur
2253004022,Regain
2253005274,Le Grand Meaulnes
225300670X,A L'ouest Rien De Nouveau
2266084372,Pourquoi J'ai Mangé Mon Père
2070362388,Ravage
2266029460,Voyage D'une Parisienne À Lhassa
2253007102,Les Fleurs Du Mal
2070417743,Chroniques Martiennes
2266033689,Le Diable Au Corps
2070384349,La Faute De L'abbé Mouret
207053880X,L'homme Qui Plantait Des Arbres
2070334368,La Guerre Des Boutons
2290314951,Paroles De Poilus : Lettres Et Carnets Du Front 1914-1918
229000510X,Une Porte Sur L'été
3492207006,Die Entdeckung Der Langsamkeit: Roman
3499177757,Die Grenzen Des Geschlechts
3889774016,Frauen Der Welt. Der Fortschritt Der Ungleichheit
3502670005,I Ging. Das Buch Der Wandlung. Das Große Weisheits- Und Orakelbuch Der Alten Chinesen
0905762487,African Women: Their Struggle for Economic Independence
3499222604,Die Globalisierte Frau. Berichte Aus Der Zukunft Der Ungleichheit.
3746670055,"Women Are the Niggers of the World. Über Frauen, Herrenmenschen Und Nietzsches Peitsche. (dokument Und Ess Ay)"
0140620427,Sense and Sensibility (penguin Popular Classics)
3596144434,Der Gemietete Mann: Roman
3442724686,Der Gott Der Kleinen Dinge: Roman
0385504209,The Da Vinci Code
0446525502,The Rescue
0385500769,A Map of the World
0399147012,Edge of Danger
0670892963,Bridget Jones : the Edge of Reason
0688180639,Vinegar Hill: a Novel
0316789089,The Pilot's Wife (oprah's Book Club)
0451197275,Saving Private Ryan: Tie in
0425184129,Big Trouble
0151001006,Snow Falling on Cedars
0385505833,Skipping Christmas: a Novel
0679442790,The Reader
0525943862,Cheaters
0609605925,Angel Falls
0060191929,The Saving Graces: a Novel
0743206045,Daddy's Little Girl
0684864843,The Vineyard: a Novel
0684867818,The Looking Glass: a Novel (the Locket Series)
0743406176,If Only It Were True
0380978539,"Dear Stranger, Dearest Friend: a Novel"
0679603352,The Cider House Rules: a Novel (modern Library)
0679410430,Lolita (everyman's Library Classics &amp; Contemporary Classics)
0446523569,Message in a Bottle
0671042556,Blackbird: a Childhood Lost and Found
0679450440,Protect and Defend
0140107649,Blue Heaven (contemporary American Fiction)
0609606727,Julie and Romeo: a Novel
0446527793,The Guardian
0446531332,Nights in Rodanthe
1570717257,Man and Boy
0060192631,One Heart: a Novel
0385420161,"Like Water for Chocolate: a Novel in Monthly Installments, with Recipes, Romances, and Home Remedies"
0345339711,"The Two Towers (the Lord of the Rings, Part 2)"
052594463X,All of Me: a Voluptuous Tale
039304016X,The Perfect Storm: a True Story of Men Against the Sea
0399147128,The Villa
0670031046,"In This Mountain (the Mitford Years, Book 7)"
0394574745,All the Pretty Horses
0316969443,Suzanne's Diary for Nicholas
0743230051,He Sees You When You're Sleeping : a Novel
0316693200,2nd Chance
0684868911,The Carousel: a Novel
0842336214,The Promise Remains
0399148582,You Cannot Be Serious
0684864320,Lake News : a Novel
0525944834,Liar's Game
0345428900,Out of the Blue
0451176812,Voice of the Eagle
0671525794,The Kingdom By the Sea: a Journey Around Great Britain
0718144538,Shattered
0446602086,The Proud and the Free
0394551427,Shoah
0064407667,The Bad Beginning (a Series of Unfortunate Events #1)
0007100221,Terror Firma
2253148539,Le Loup-garou
2253043974,Chronique D'une Mort Annoncée
2020315491,Le Neveu D'amérique
0747549923,Last Exit to Brooklyn
0743462335,More George W Bushisms
0140253580,Therapy
0947782141,Scottish Ghosts
057120354X,Awful End (eddie Dickens Trilogy)
0349101779,Wasp Factory Uk
0743222229,George W. Bushisms : the Slate Book of the Accidental Wit and Wisdom of Our 43rd President
185479549X,World's Stupidest Laws
0140292918,Of Mice and Men (steinbeck Essentials)
1854795554,The World's Stupidest Signs
1858813093,Nessie the Loch Ness Monster
2871290911,"Xiii, Tome 13, L'enquête : the Xiii Mystery"
0198604025,How Not to Say What You Mean: a Dictionary of Euphemisms (oxford Paperback Reference)
1842151053,Cooking for One (cook's Essentials)
2253063339,Les Fourmis
1860198597,How to Draw Celtic Knotwork: a Practical Handbook
0767908473,The Sorcerer's Companion: a Guide to the Magical World of Harry Potter
1842040154,Celtic Myths and Legends
0140622063,Scottish Folk and Fairy Tales (penguin Popular Classics)
0571209521,"Terrible Times (the Eddie Dickens Trilogy, Book 3)"
2264009306,Cantilènes En Gelée
1841952931,Glasgow Zen
0890877564,Totally Muffins Cookbook (totally Cookbooks)
1405200677,Tigger's Little Book of Diet and Exercise (wisdom of Pooh)
0416196772,Eeyore's Little Book of Gloom (wisdom of Pooh)
0747538069,Adventures of Dougal (magic Roundabout)
0375501347,Amy and Isabelle
0060927240,Rule of the Bone: a Novel
0316776963,Me Talk Pretty One Day
156341029X,Stone Butch Blues
0060934719,Stardust
1886383421,Fires of Aggar (the Amazons of Aggar)
1888451084,Kamikaze Lust
0451450256,Gossamer Axe
1555835953,Witchfire
0395877563,Seven Moves
0962893862,Return to Isis
1555834531,Hood
0393318435,Leaving Pipe Shop: Memories of Kin
0889740828,Love Ruins Everything
1563410443,"Skin: Talking About Sex, Class and Literature"
1563899388,Death: at Death's Door (death #1)
1563411148,The Second Coming of Curly Red
0553579681,Night Mares
0553579673,Hen's Teeth
0451181379,The Door to December
0786889160,No Shirt. No Shoes....no Problem!
0345370740,The Scions of Shannara (the Heritage of Shannara)
0553574175,"Rebel Dawn (star Wars: the Han Solo Trilogy, Book 3)"
0553574167,"The Hutt Gambit (star Wars: the Han Solo Trilogy, Vol. 2)"
0553574159,"The Paradise Snare (star Wars, the Han Solo Trilogy #1) (book 1)"
0312287240,A Year of Full Moons: a Novel
0679801146,"Alanna: the First Adventure (song of the Lioness, Vol. 1)"
0446300101,"The Beans of Egypt, Maine"
0821750410,Warrior Moon
0425142485,The Funhouse
0451456548,Cold Iron
0060006048,Circle of Three #12: Written in the Stars
0312906552,The Space Merchants
0440117291,Dreamsnake
0425049981,Titan
0374386676,The Year They Burned the Books
0786886463,A Density of Souls
0345395379,Slow River
0380788497,Changer
0307215342,Trixie Belden and the Mystery Off Glen Road
0374343381,Lark in the Morning
0345403339,Saving Grace
0440226694,Lena
0440219604,I Hadn't Meant to Tell You This
0767903285,Raise the Roof: the Inspiring Inside Story of the Tennessee Lady Volunteers Undefeated 1997-98 Season
0345429176,"Ufos, Jfk, and Elvis: Conspiracies You Don't Have to Be Crazy to Believe"
038529929X,Hannibal: a Novel
1573229571,About a Boy (movie Tie-in)
0345418778,Mostly Harmless
0517201658,The Thorn Birds (modern Classics)
0743211383,Dreamcatcher
039914370X,Sudden Mischief: a Spenser Novel
1884777805,Elements of Programming with Perl
0312977905,To Catch a Cat
0812521331,"People of the Wolf (the First North Americans Series, Book 1)"
0451205421,The Door to December
0894342789,College Majors and Careers: a Resource Guide for Effective Life Planning (college Majors &amp; Careers: a Resource Guide for Effective Life Planning)
0440218535,Smilla's Sense of Snow
0449207595,The Grass Is Always Greener Over the Septic Tank
0670844594,Rumpole on Trial
039457513X,Billy Bathgate
0394559487,Citizens: a Chronicle of the French Revolution
0804001944,The Man Who Killed the Deer: a Novel of Pueblo Indian Life
0590897985,The Music of Dolphins
0689832877,Sunwing (aladdin Fantasy)
0689829698,Caddie Woodlawn - Newbery Promo '99 (aladdin Fiction)
0439042917,The Hork-bajir Chronicles (animorphs Series)
0064409457,"The Silver Chair (the Chronicles of Narnia, Full-color Collector's Edition)"
0064405052,The Magician's Nephew (narnia)
043922165X,"Circles in the Stream (avalon Web of Magic, Book 1)"
0152162445,High Wizardry
0152162577,Deep Wizardry: the Second Book in the Young Wizards Series
015216250X,So You Want to Be a Wizard: the First Book in the Young Wizards Series
1562477528,Going for Great (american Girl (paperback Unnumbered))
0439221676,"All That Glitters (avalon, 2)"
0439221684,Cry of the Wolf (avalon Web of Magic)
0439221714,Avalon: Web of Magic #4: Secret of the Unicorn
0439221706,"Spellsinger (avalon: Web of Magic, Book 5)"
0439221730,Avalon: Web of Magic #6: Trial By Fire
0440415993,"Ties That Bind, Ties That Break"
0895872102,"The Hauntings of Williamsburg, Yorktown, and Jamestown"
068983585X,The Janitor's Boy
0345391802,The Hitchhiker's Guide to the Galaxy
0440219078,The Giver
185424597X,The Heavenly Man: the Remarkable True Story of Chinese Christian Brother Yun
2080105434,The Little Book of Chocolate
349913358X,Das Schlampenbuch
3257201761,Die Zwei Gesichter Des Januars
3404121686,Nacht Über Den Wassern: Roman
3404118960,Die Säulen Der Erde: Roman
0345356578,A Man Rides Through
0345346971,The Mirror of Her Dreams (mordant's Need)
0753804700,Reader
0451155750,The Dead Zone (signet)
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red
0415928087,A New Germany in a New Europe
0521427150,"Belonging in the Two Berlins: Kin, State, Nation (cambridge Studies in Social and Cultural Anthropology)"
0812923278,The Great Depression: America 1929-1941
0884111342,Lady of the Shroud
0345428544,"Dark Tide I: Onslaught (star Wars: the New Jedi Order, Book 2)"
0671694049,The Long Dark Tea-time of the Soul
080901582X,The Return of Simple
0449006557,Half Moon Street (charlotte &amp; Thomas Pitt Novels)
0373250339,A Minor Indiscretion (red Dress Ink (numbered Paperback))
0380820447,"For Better, for Worse: a Novel"
0385497679,Hidden in Plain View: a Secret Story of Quilts and the Underground Railroad
0451454243,The Forest House (the Mists of Avalon: Prequel)
0941423042,American Poetry Since 1970: Up Late
0373871562,Twin Blessings (love Inspired #149)
0553101439,West of Dodge
0898151910,How to Make a Thousand Dollars a Minute: Negotiating Salaries and Raises
0835949362,Non-manipulative Selling
0880701102,Come Before Winter-- and Share My Hope
039914563X,The Bear and the Dragon
0312853238,Ender's Game (ender Wiggin Saga)
0688048730,Thinking on Paper
0425161722,"Net Force (tom Clancy's Net Force, Book 1)"
0385493800,The Testament
0849916399,The Internet Church
1928791107,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution
067175145X,The Way Things Ought to Be
0440211727,A Time to Kill
0877192820,The Truth About Texas
0380002450,The Awakening
0793133955,Wall Street's Picks for 2000
0394178017,Poetics of the New American Poetry
0425134350,Patriot Games
0385479689,Dead Men Do Tell Tales: the Strange and Fascinating Cases of a Forensic Anthropologist
0380754851,Moonlighting: 148 Great Ways to Make Money on the Side
0380538504,Amanda Miranda
044661162X,Chasing the Dime
0671742566,Tender Triumph (sonnet Books)
0515122408,The Cat Who Tailed a Thief
0440222818,Guilt (abe Glitsky)
0451204050,On Secret Service
038533334X,Charming Billy
0449131548,All Days of My Life
0440120470,"Dinner Party, the"
0451188209,"Murder, She Wrote: a Palette for Murder"
0440130913,The Golden Cup
0449001954,Murder at the Library of Congress (the Capital Crimes Series)
0345404777,No Safe Place
0451185277,Thorns of Truth
0440224829,Granny Dan
0671779338,Border Bride
0515134368,The Penwyth Curse (song Series)
0380759497,The Color of Her Panties (xanth #15)
3442098424,"Chronik Der Vampire, Bd. 2: Der Fürst Der Finsternis"
0394578791,A Reporter's Life
1558505377,Jacob Marley's Christmas Carol
0373245696,"Practice Makes Pregnant (manhattan Multiples) (silhouette Special Edition, No 1569)"
0743201078,"The Secret Lives of Girls: What Good Girls Really Do--sex Play, Aggression, and Their Guilt"
068983571X,Hound of the Baskervilles (aladdin Classics)
0553256785,Sleeping Murder
0892967994,The Fractal Murders (pepper Keane Mysteries)
0061064505,Blowtorch Psycho.com (bone Chillers)
1551668785,Final Stand
0836230868,Christmas: a Holiday Treasury
0381999866,Magic House of Numbers.
0380817144,"Lord of the Silent (amelia Peabody, Book 13)"
0380752115,Whisper to Me of Love
0553212583,Wuthering Heights (bantam Classics)
0446364762,The Stars Shine Down
0425166619,Toxin
061312975X,This Present Darkness
