Author_id,Name,Fname,Lname
A0656,Warren Bennis,Warren,Bennis
A0657,Gretchen M. Spreitze,,
A0658,Martha Beck,Martha,Beck
A0659,Desmond Tutu,Desmond,Tutu
A0660,Clayborne Carson,Clayborne,Carson
A0661,Kris Shepard,Kris,Shepard
A0662,Andrew Young,Andrew,Young
A0663,Jack Kerouac,Jack,Kerouac
A0664,Ann Charters,Ann,Charters
A0665,Martin Buber,Martin,Buber
A0666,Walter Kaufmann,Walter,Kaufmann
A0667,Niccolò Machiavelli,Niccolò,Machiavelli
A0668,N. H. Thompson,,
A0669,Paul Monette,Paul,Monette
A0670,Ernest Hemingway,Ernest,Hemingway
A0671,Melody Carlson,Melody,Carlson
A0672,Alisa Kwitney,Alisa,Kwitney
A0673,Billie Letts,Billie,Letts
A0674,Melissa Bank,Melissa,Bank
A0675,Rena Kornreich Gelissen,Rena,Gelissen
A0676,Heather Dune Macadam,Heather,Macadam
A0677,Moon Unit Zappa,Moon,Zappa
A0678,Ted Mooney,Ted,Mooney
A0679,Susan Wiggs,Susan,Wiggs
A0680,Gwyn Hyman Rubio,Gwyn,Rubio
A0681,Elisabeth Robinson,Elisabeth,Robinson
A0682,Audrey Niffenegger,Audrey,Niffenegger
A0683,Tim Farrington,Tim,Farrington
A0684,Chaim Potok,Chaim,Potok
A0685,Scott Spencer,Scott,Spencer
A0686,V. S. Naipaul,,
A0687,Jean Giono,Jean,Giono
A0688,Anne-marie Marina-médiavilla,Anne-marie,Marina-médiavilla
A0689,Alain-fournier,Alain-fournier,
A0690,Daniel Leuwers,Daniel,Leuwers
A0691,Erich Maria Remarque,Erich,Remarque
A0692,Alzir Hella,Alzir,Hella
A0693,Olivier Bournac,Olivier,Bournac
A0694,Roy Lewis,Roy,Lewis
A0695,René Barjavel,René,Barjavel
A0696,Alexandra David-néel,Alexandra,David-néel
A0697,Charles Baudelaire,Charles,Baudelaire
A0698,Marie-jeanne Durry,Marie-jeanne,Durry
A0699,Yves Florenn,Yves,Florenn
A0700,Jacques Chambon,Jacques,Chambon
A0701,Henri Robillot,Henri,Robillot
A0702,Radiguet,Radiguet,
A0703,Emile Zola,Emile,Zola
A0704,Henri Mitterand,Henri,Mitterand
A0705,Willi Glasauer,Willi,Glasauer
A0706,Louis Pergaud,Louis,Pergaud
A0707,Collectif,Collectif,
A0708,Robert A. (anson) Heinlein,,
A0709,Sten Nadolny,Sten,Nadolny
A0710,Cheryl Benard,Cheryl,Benard
A0711,Edit Schlaffer,Edit,Schlaffer
A0712,Christa Wichterich,Christa,Wichterich
A0713,John Blofeld,John,Blofeld
A0714,Christine Obbo,Christine,Obbo
A0715,Peter B Heim,Peter,Heim
A0716,Hera Lind,Hera,Lind
A0717,Jane Hamilton,Jane,Hamilton
A0718,Jack Higgins,Jack,Higgins
A0719,Max Allan Collins,Max,Collins
A0720,David Guterson,David,Guterson
A0721,Bernhard Schlink,Bernhard,Schlink
A0722,Carol Brown Janeway,Carol,Janeway
A0723,Eric Jerome Dickey,Eric,Dickey
A0724,Patricia Gaffney,Patricia,Gaffney
A0725,Richard Paul Evans,Richard,Evans
A0726,Marc Levy,Marc,Levy
A0727,Laney Katz Becker,Laney,Becker
A0728,Vladimir Nabokov,Vladimir,Nabokov
A0729,Jennifer Lauck,Jennifer,Lauck
A0730,Joe Keenan,Joe,Keenan
A0731,Jeanne Ray,Jeanne,Ray
A0732,Tony Parsons,Tony,Parsons
A0733,Jane Mccafferty,Jane,Mccafferty
A0734,Laura Esquivel,Laura,Esquivel
A0735,Cathleen Toelke,Cathleen,Toelke
A0736,Carol,Carol,
A0737,Thomas,Thomas,
A0738,J.r.r. Tolkien,,
A0739,Venise Berry,Venise,Berry
A0740,Jan Karon,Jan,Karon
A0741,Cormac Mccarthy,Cormac,Mccarthy
A0742,Carol Higgins Clark,Carol,Clark
A0743,Andrew Gross,Andrew,Gross
A0744,Travis Thrasher,Travis,Thrasher
A0745,John Mcenroe,John,Mcenroe
A0746,John Kaplan,John,Kaplan
A0747,Sally Mandel,Sally,Mandel
A0748,Linda Lay Shuler,Linda,Shuler
A0749,Janet Dailey,Janet,Dailey
A0750,Claude Lanzmann,Claude,Lanzmann
A0751,Simone De Beauvoir,Simone,Beauvoir
A0752,Lemony Snicket,Lemony,Snicket
A0753,Brett Helquist,Brett,Helquist
A0754,Matthew Thomas,Matthew,Thomas
A0755,Boris Vian,Boris,Vian
A0756,Noël Arnaud,Noël,Arnaud
A0757,Claude Couffon,Claude,Couffon
A0758,Luis Sepulveda,Luis,Sepulveda
A0759,Hubert Selby,Hubert,Selby
A0760,Jacob Weisberg,Jacob,Weisberg
A0761,David Lodge,David,Lodge
A0762,Lily Seafield,Lily,Seafield
A0763,Philip Ardagh,Philip,Ardagh
A0764,Iain Banks,Iain,Banks
A0765,David Crombie,David,Crombie
A0766,John Steinbeck,John,Steinbeck
A0767,Michael O'Mara,Michael,O'Mara
A0768,Richard Brassey,Richard,Brassey
A0769,William Vance,William,Vance
A0770,Jean Van Hamme,Jean,Hamme
A0771,R. W. Holder,,
A0772,From The Editors Of Southwater,From,Southwater
A0773,Bernard Werber,Bernard,Werber
A0774,Andy Sloss,Andy,Sloss
A0775,Allan Zola Kronzek,Allan,Kronzek
A0776,Elizabeth Kronzek,Elizabeth,Kronzek
A0777,Charles L Squire,Charles,Squire
A0778,Gordon Jarvie,Gordon,Jarvie
A0779,Alan Spence,Alan,Spence
A0780,Helene Siegel,Helene,Siegel
A0781,Karen Gillingham,Karen,Gillingham
A0782,A A Milne,A,Milne
A0783,A. A. Milne,,
A0784,Eric Thompson,Eric,Thompson
A0785,Elizabeth Strout,Elizabeth,Strout
A0786,David Sedaris,David,Sedaris
A0787,Leslie Feinberg,Leslie,Feinberg
A0788,Chris Anne Wolfe,Chris,Wolfe
A0789,Lauren Sanders,Lauren,Sanders
A0790,Gael Baudino,Gael,Baudino
A0791,Lauren Maddison,Lauren,Maddison
A0792,Carol Anshaw,Carol,Anshaw
A0793,Jean Stewart,Jean,Stewart
A0794,Emma Donoghue,Emma,Donoghue
A0795,Deborah E. Mcdowell,,
A0796,Karen X. Tulchinsky,,
A0797,Jill Thompson,Jill,Thompson
A0798,Jody Seay,Jody,Seay
A0799,Manda Scott,Manda,Scott
A0800,Jeff Foxworthy,Jeff,Foxworthy
A0801,Terry Brooks,Terry,Brooks
A0802,A.c. Crispin,,
A0803,Madelyn Arnold,Madelyn,Arnold
A0804,Tamora Pierce,Tamora,Pierce
A0805,Carolyn Chute,Carolyn,Chute
A0806,Sara Orwig,Sara,Orwig
A0807,Melisa Michaels,Melisa,Michaels
A0808,Isobel Bird,Isobel,Bird
A0809,Frederik Pohl,Frederik,Pohl
A0810,C. M. Kornbluth,,
A0811,Vonda Mcintyre,Vonda,Mcintyre
A0812,John Varley,John,Varley
A0813,Nancy Garden,Nancy,Garden
A0814,Nicola Griffith,Nicola,Griffith
A0815,Julie Campbell,Julie,Campbell
A0816,Lee Smith,Lee,Smith
A0817,Jacqueline Woodson,Jacqueline,Woodson
A0818,Pat Summitt,Pat,Summitt
A0819,Richard Belzer,Richard,Belzer
A0820,Nick Hornby,Nick,Hornby
A0821,Andrew L Johnson,Andrew,Johnson
A0822,Marian Babson,Marian,Babson
A0823,Kathleen O'Neal Gear,Kathleen,Gear
A0824,W. Michael Gear,,
A0825,Paul Phifer,Paul,Phifer
A0826,Peter Hoeg,Peter,Hoeg
A0827,Erma Bombeck,Erma,Bombeck
A0828,John Mortimer,John,Mortimer
A0829,E.l. Doctorow,,
A0830,Simon Schama,Simon,Schama
A0831,Frank Waters,Frank,Waters
A0832,Karen Hesse,Karen,Hesse
A0833,Kenneth Oppel,Kenneth,Oppel
A0834,S.d. Schindler,,
A0835,Carol Ryrie Brink,Carol,Brink
A0836,Richard Mantel,Richard,Mantel
A0837,K. A. Applegate,,
A0838,Pauline Baynes,Pauline,Baynes
A0839,Shelly Roberts,Shelly,Roberts
A0840,Diane Duane,Diane,Duane
A0841,Carolee Brockman,Carolee,Brockman
A0842,Rachel Roberts,Rachel,Roberts
A0843,Shelley Roberts,Shelley,Roberts
A0844,Lensey Namioka,Lensey,Namioka
A0845,Jackie Eileen Behrend,Jackie,Behrend
A0846,Andrew Clements,Andrew,Clements
A0847,Brian Selznick,Brian,Selznick
A0848,Lois Lowry,Lois,Lowry
A0849,Brother Yun,Brother,Yun
A0850,Paul Hattaway,Paul,Hattaway
A0851,Katherine Khodorowsky,Katherine,Khodorowsky
A0852,Milena Moser,Milena,Moser
A0853,Patricia Highsmith,Patricia,Highsmith
A0854,Gabriele Conrad,Gabriele,Conrad
A0855,Lore Straßl,Lore,Straßl
A0856,Jürgen Speh,Jürgen,Speh
A0857,Till R. Lohmeyer,,
A0858,Gabriele,Gabriele,
A0859,Stephen R. Donaldson,,
A0860,Todd Herzog,Todd,Herzog
A0861,Sander Gilman,Sander,Gilman
A0862,John Borneman,John,Borneman
A0863,Robert S. Mcelvaine,,
A0864,Bram Stoker,Bram,Stoker
A0865,Michael A. Stackpole,,
A0866,Langston Hughes,Langston,Hughes
A0867,Carol Matthews,Carol,Matthews
A0868,Carole Matthews,Carole,Matthews
A0869,Jacqueline L. Tobin,,
A0870,Raymond G. Dobard,,
A0871,Maude S. Wah,,
A0872,Marion Zimmer Bradley,Marion,Bradley
A0873,Andrei Codrescu,Andrei,Codrescu
A0874,Carolyne Aarsen,Carolyne,Aarsen
A0875,Jack Chapman,Jack,Chapman
A0876,Anthony J Alessandra,Anthony,Alessandra
A0877,Charles R Swindoll,Charles,Swindoll
A0878,Orson Scott Card,Orson,Card
A0879,V. A. Howard,,
A0880,J. H. Barton,,
A0881,Steve Pieczenik,Steve,Pieczenik
A0882,Walter P. Wilson,,
A0883,Bruce Fries,Bruce,Fries
A0884,Marty Fries,Marty,Fries
A0885,Rush Limbaugh,Rush,Limbaugh
A0886,Anne Dingus,Anne,Dingus
A0887,Kate Chopin,Kate,Chopin
A0888,Kirk Kazanjian,Kirk,Kazanjian
A0889,Donald Merriam Allen,Donald,Allen
A0890,William R. Maples,,
A0891,Michael Browning,Michael,Browning
A0892,Carl Hausman,Carl,Hausman
A0893,Richard Peck,Richard,Peck
A0894,Michael Connelly,Michael,Connelly
A0895,John Lescroart,John,Lescroart
A0896,John Jakes,John,Jakes
A0897,Alice Mcdermott,Alice,Mcdermott
A0898,Hilary Bailey,Hilary,Bailey
A0899,Howard Fast,Howard,Fast
A0900,Jessica Fletcher,Jessica,Fletcher
A0901,Donald Bain,Donald,Bain
A0902,Eileen Goudge,Eileen,Goudge
A0903,Arnette Lamb,Arnette,Lamb
A0904,Piers A. Jacob,,
A0905,Michael Schulte,Michael,Schulte
A0906,Walter Cronkite,Walter,Cronkite
A0907,Tom Mula,Tom,Mula
A0908,Lois Faye Dyer,Lois,Dyer
A0909,Sharon Lamb,Sharon,Lamb
A0910,Sir Arthur Conan Doyle,Sir,Doyle
A0911,Agatha Christie,Agatha,Christie
A0912,Mark Cohen,Mark,Cohen
A0913,Sherry Shahan,Sherry,Shahan
A0914,Betsy Haynes,Betsy,Haynes
A0915,Helen R. Myers,,
A0916,Della Rowland,Della,Rowland
A0917,Irving Adler,Irving,Adler
A0918,Elizabeth Peters,Elizabeth,Peters
A0919,Shirlee Busbee,Shirlee,Busbee
A0920,Emily Brontë,Emily,Brontë
A0921,Frank Peretti,Frank,Peretti
A0922,John A. Keel,,
A0923,Jan Gabriel,Jan,Gabriel
A0924,Rebecca Winters,Rebecca,Winters
A0925,Meg Cabot,Meg,Cabot
A0926,Tanith Lee,Tanith,Lee
A0927,Cathy Thacker,Cathy,Thacker
A0928,Richard Burton,Richard,Burton
A0929,Beverly Hastings,Beverly,Hastings
A0930,Savinien Cyrano De Bergerac,Savinien,Bergerac
A0931,G. Strachan,,
A0932,James C. Robertson,,
A0933,Teresa Southwick,Teresa,Southwick
A0934,Barbara H. Solomon,,
A0935,Judith Guest,Judith,Guest
A0936,Sandra Field,Sandra,Field
A0937,Helen Brooks,Helen,Brooks
A0938,Blanche Fisher Wright,Blanche,Wright
A0939,Blanche Fish Wright,Blanche,Wright
A0940,George Gately,George,Gately
A0941,Dean R. Koontz,,
A0942,James Lee Burke,James,Burke
A0943,Michael Chabon,Michael,Chabon
A0944,Barbara Michaels,Barbara,Michaels
A0945,Norton Juster,Norton,Juster
A0946,Jules Feiffer,Jules,Feiffer
A0947,Michael Blake,Michael,Blake
A0948,John Bellairs,John,Bellairs
A0949,Carole Nelson Douglas,Carole,Douglas
A0950,William Goldman,William,Goldman
A0951,Marc Reisner,Marc,Reisner
A0952,Mark Bowden,Mark,Bowden
A0953,Jonathan Pearce,Jonathan,Pearce
A0954,Emily Bronte,Emily,Bronte
A0955,Alain De Botton,Alain,Botton
A0956,Chuck Palahniuk,Chuck,Palahniuk
A0957,E. Annie Proulx,,
A0958,Adam Davies,Adam,Davies
A0959,Harry M. Walker,,
A0960,Nicholas Evans,Nicholas,Evans
A0961,L.m. Montgomery,,
A0962,Hermann Vinke,Hermann,Vinke
A0963,David Mitchell,David,Mitchell
A0964,Charles Bukowski,Charles,Bukowski
A0965,Haruki Murakami,Haruki,Murakami
A0966,Jay Rubin,Jay,Rubin
A0967,Frances Hodgson Burnett,Frances,Burnett
A0968,Gabriela Dellosso,Gabriela,Dellosso
A0969,Patricia C. Wrede,,
A0970,Jack London,Jack,London
A0971,Alex Kershaw,Alex,Kershaw
A0972,Bruce Wilkinson,Bruce,Wilkinson
A0973,David Kopp,David,Kopp
A0974,Malcolm Goodway,Malcolm,Goodway
A0975,Ann-marie Macdonald,Ann-marie,Macdonald
A0976,Linda Howard,Linda,Howard
A0977,Sue Miller,Sue,Miller
A0978,Sheri S. Tepper,,
A0979,Dr. Seuss,,
A0980,Theodor Seuss Geisel,Theodor,Geisel
A0981,Tobias Wolff,Tobias,Wolff
A0982,Isaac Bashevis Singer,Isaac,Singer
A0983,Maurice Sendak,Maurice,Sendak
A0984,Gary Zukav,Gary,Zukav
A0985,Alfred H. Kelly,,
A0986,Herman Belz,Herman,Belz
A0987,Winifred A. Harbison,,
A0988,John M. Cooper,,
A0989,D. S. Hutchinson,,
A0990,John M. Coop,,
A0991,B Kliban,B,Kliban
A0992,Judy Blunt,Judy,Blunt
A0993,William Trevor,William,Trevor
A0994,Alice Walker,Alice,Walker
A0995,Stephen Gazi,Stephen,Gazi
A0996,Wallace Stegner,Wallace,Stegner
A0997,Don Delillo,Don,Delillo
A0998,Ralph Ellison,Ralph,Ellison
A0999,Shel Silverstein,Shel,Silverstein
A1000,Jhumpa Lahiri,Jhumpa,Lahiri
A1001,Liz Trigg,Liz,Trigg
A1002,Tessa Evelegh,Tessa,Evelegh
A1003,Stewart Walton,Stewart,Walton
A1004,Sally Walto,Sally,Walto
A1005,Charles Sullivan,Charles,Sullivan
A1006,Tom Robbins,Tom,Robbins
A1007,Ursula Hegi,Ursula,Hegi
A1008,Samuel Richardson,Samuel,Richardson
A1009,George Sherburn,George,Sherburn
A1010,Valerie Martin,Valerie,Martin
A1011,Gill Farrer-halls,Gill,Farrer-halls
A1012,John Mordock,John,Mordock
A1013,Myron Korach,Myron,Korach
A1014,Susan Bowes,Susan,Bowes
A1015,Diana Gabaldon,Diana,Gabaldon
A1016,Zadie Smith,Zadie,Smith
A1017,Natalie Goldberg,Natalie,Goldberg
A1018,Sue Grafton,Sue,Grafton
A1019,William J. Kennedy,,
A1020,Bob Shacochis,Bob,Shacochis
A1021,Randy Alcorn,Randy,Alcorn
A1022,Nancy Cobb,Nancy,Cobb
A1023,Connie Grigsby,Connie,Grigsby
A1024,Margriet De Moor,Margriet,Moor
A1025,Helga Van Beuningen,Helga,Beuningen
A1026,Dale Carnegie,Dale,Carnegie
A1027,Clifford Stoll,Clifford,Stoll
A1028,Sandra Cisneros,Sandra,Cisneros
A1029,Gary Paulsen,Gary,Paulsen
A1030,Marguerite Henry,Marguerite,Henry
A1031,Wesley Dennis,Wesley,Dennis
A1032,Sherry Garland,Sherry,Garland
A1033,Ann Druyan,Ann,Druyan
A1034,Kimberly Kirberger,Kimberly,Kirberger
A1035,Ariella Papa,Ariella,Papa
A1036,Michael J. Rosen,,
A1037,Dawn Chipman,Dawn,Chipman
A1038,Pamela Nelson,Pamela,Nelson
A1039,Mari Florence,Mari,Florence
A1040,Naomi Wax,Naomi,Wax
A1041,Shannon Olson,Shannon,Olson
A1042,Naylor,Naylor,
A1043,Karen Stolz,Karen,Stolz
A1044,Clare Naylor,Clare,Naylor
A1045,Stephen Chbosky,Stephen,Chbosky
A1046,Margaret Weis,Margaret,Weis
A1047,Tracy Hickman,Tracy,Hickman
A1048,Ivan Doig,Ivan,Doig
A1049,Margaret Sayers Peden,Margaret,Peden
A1050,Sylvia Nasar,Sylvia,Nasar
A1051,Ha Jin,Ha,Jin
A1052,Elizabeth Laird,Elizabeth,Laird
A1053,Harlan Ellison,Harlan,Ellison
A1054,Margaret Sayers Peden From The Span,Margaret,Span
A1055,David M. Gitlitz,,
A1056,Dr. Linda Kay Davidson,,
A1057,Wolfgang Hohlbein,Wolfgang,Hohlbein
A1058,Christoph Hein,Christoph,Hein
A1059,Gaby Hauptmann,Gaby,Hauptmann
A1060,Carolyn See,Carolyn,See
A1061,Christa Wolf,Christa,Wolf
A1062,Thomas Brussig,Thomas,Brussig
A1063,Piers Vitebsky,Piers,Vitebsky
A1064,Christopher A. Weidner,,
A1065,Robert Silverberg,Robert,Silverberg
A1066,Gabriele Haefs,Gabriele,Haefs
A1067,Christopher Tolkien,Christopher,Tolkien
A1068,H.p. Lovecraft,,
A1069,Pamela Grim,Pamela,Grim
A1070,Arthur C. Clarke,,
A1071,Jay Bennett,Jay,Bennett
A1072,J. Applegate,,
A1073,Michael J. Straczynski,,
A1074,John Myers Myers,John,Myers
A1075,Reay Tannahill,Reay,Tannahill
A1076,Jack Whyte,Jack,Whyte
A1077,Peter Matthiessen,Peter,Matthiessen
A1078,Paul Kent,Paul,Kent
A1079,Robin Mckinley,Robin,Mckinley
A1080,Patricia Mckillip,Patricia,Mckillip
A1081,Joan Vinge,Joan,Vinge
A1082,James,James,
A1083,Hank Whittemore,Hank,Whittemore
A1084,Caroline Hebard,Caroline,Hebard
A1085,Ellyn Satter,Ellyn,Satter
A1086,Bill Brittain,Bill,Brittain
A1087,August Wilson,August,Wilson
A1088,Marilynne Robinson,Marilynne,Robinson
A1089,Sigrid Nunez,Sigrid,Nunez
A1090,Paul Auster,Paul,Auster
A1091,Amanda Scott,Amanda,Scott
A1092,John Fowles,John,Fowles
A1093,Fodor'S,Fodor'S,
A1094,A'Lelia Bundles,A'Lelia,Bundles
A1095,Dorothy L. Sayers,,
A1096,Jude Deveraux,Jude,Deveraux
A1097,Anne Morrow Lindbergh,Anne,Lindbergh
A1098,Laurie R. King,,
A1099,Jeanne Duprau,Jeanne,Duprau
A1100,Louise Erdrich,Louise,Erdrich
A1101,Melinda Haynes,Melinda,Haynes
A1102,Belle Yang,Belle,Yang
A1103,Carol Shields,Carol,Shields
A1104,Tim Powers,Tim,Powers
A1105,Jean Lorrah,Jean,Lorrah
A1106,John Beer,John,Beer
A1107,Cordula Swoboda Herzog,Cordula,Herzog
A1108,Barbara Erskine,Barbara,Erskine
A1109,Annegrit Arens,Annegrit,Arens
A1110,Susanne Höbel,Susanne,Höbel
A1111,Hans J. Alpers,,
A1112,Jerome D. Salinger,,
A1113,Hermann Hesse,Hermann,Hesse
A1114,Claudia Von Zglinicki,Claudia,Zglinicki
A1115,Thorsten Futh,Thorsten,Futh
A1116,Linda Lael Miller,Linda,Miller
A1117,Anna Jennet,Anna,Jennet
A1118,Elaine Crawford,Elaine,Crawford
A1119,Dian,Dian,
A1120,Jane Feather,Jane,Feather
A1121,William R. Forstchen,,
A1122,Spider Robinson,Spider,Robinson
A1123,Dennis L. Mckiernan,,
A1124,Rush,Rush,
A1125,Lionel Fenn,Lionel,Fenn
A1126,Carole Halston,Carole,Halston
A1127,Christine Rimmer,Christine,Rimmer
A1128,Bj James,Bj,James
A1129,Truman Capote,Truman,Capote
A1130,Beth Nimmo,Beth,Nimmo
A1131,Darrell Scott,Darrell,Scott
A1132,Steve Rabey,Steve,Rabey
A1133,Johann Wolfgang Von Goethe,Johann,Goethe
A1134,Michael Hulse,Michael,Hulse
A1135,Michael H,Michael,H
A1136,Thomas Elsaesser,Thomas,Elsaesser
A1137,Adrian Plass,Adrian,Plass
A1138,Bridget Plass,Bridget,Plass
A1139,Stephen Quirke,Stephen,Quirke
A1140,James Herbert,James,Herbert
A1141,William Sutcliffe,William,Sutcliffe
A1142,Janosch,Janosch,
A1143,Jean De Brunhoff,Jean,Brunhoff
A1144,Jean Debrunhoff,Jean,Debrunhoff
A1145,Philippe Fix,Philippe,Fix
A1146,Claudia Keller,Claudia,Keller
A1147,F. Paul Wilson,,
A1148,Wulf Bergner,Wulf,Bergner
A1149,Arnold A. Lazarus,,
A1150,Clifford N. Lazarus,,
A1151,Christoph Tr,Christoph,Tr
A1152,Clarissa Pinkola Estés,Clarissa,Estés
A1153,Mascha Rabben,Mascha,Rabben
A1154,Virginia Allen Jensen,Virginia,Jensen
A1155,Dorcas Woodbury Haller,Dorcas,Haller
A1156,John Paul Allen,John,Allen
A1157,Alan M. Clark,,
A1158,Hubert Jr Selby,Hubert,Selby
A1159,G. B. Trudeau,,
A1160,Gary Larson,Gary,Larson
A1161,Garrison Keillor,Garrison,Keillor
A1162,Berke Breathed,Berke,Breathed
A1163,Barbara Ann Kipfer,Barbara,Kipfer
A1164,Stephen Fried,Stephen,Fried
A1165,George Stephanopoulos,George,Stephanopoulos
A1166,Rita Mae Brown,Rita,Brown
A1167,Elaine Showalter,Elaine,Showalter
A1168,Elaine Showalte,Elaine,Showalte
A1169,Cornelia Funke,Cornelia,Funke
A1170,Oliver Latsch,Oliver,Latsch
A1171,Stan Lee,Stan,Lee
A1172,J Kirby,J,Kirby
A1173,Camille Paglia,Camille,Paglia
A1174,James Kahn,James,Kahn
A1175,Devra Newberger Speregen,Devra,Speregen
A1176,Richard,Richard,
A1177,James Mcbride,James,Mcbride
A1178,Louis Sachar,Louis,Sachar
A1179,Adam Mccauley,Adam,Mccauley
A1180,Eric Van Lustbader,Eric,Lustbader
A1181,Robert Asprin,Robert,Asprin
A1182,B.m. Mooyaart,,
A1183,Eleanor Roosevelt,Eleanor,Roosevelt
A1184,Marshall Govindan,Marshall,Govindan
A1185,Nomi Eve,Nomi,Eve
A1186,Bruce Catton,Bruce,Catton
A1187,William Gibson,William,Gibson
A1188,Clement Eaton,Clement,Eaton
A1189,H.g. Wells,,
A1190,Darrell K. Sweet,,
A1191,Judy Collins,Judy,Collins
A1192,Oliver Sacks,Oliver,Sacks
A1193,Annette Broadrick,Annette,Broadrick
A1194,Rachel Cohn,Rachel,Cohn
A1195,Carolyn Keene,Carolyn,Keene
A1196,Rachel Naomi Remen,Rachel,Remen
A1197,Jayne Ann Krentz,Jayne,Krentz
A1198,Joan Smith,Joan,Smith
A1199,Kaye Gibbons,Kaye,Gibbons
A1200,Bryn C. Collins,,
A1201,Peter Jennings,Peter,Jennings
A1202,Todd Brewster,Todd,Brewster
A1203,Eliza Osborne,Eliza,Osborne
A1204,Howard Norman,Howard,Norman
A1205,John Griesemer,John,Griesemer
A1206,Marly A. Swick,,
A1207,John L'Heureux,John,L'Heureux
A1208,Molly Ivins,Molly,Ivins
A1209,Forrest Carter,Forrest,Carter
A1210,Umberto Eco,Umberto,Eco
A1211,Greg Bear,Greg,Bear
A1212,Kathy Reichs,Kathy,Reichs
A1213,Jeffrey Deaver,Jeffrey,Deaver
A1214,Martin Cruz Smith,Martin,Smith
A1215,V.c. Andrews,,
A1216,Stephen Hill,Stephen,Hill
A1217,E.w. Heine,,
A1218,Donna Fletcher,Donna,Fletcher
A1219,Jeanne Larsen,Jeanne,Larsen
A1220,Bari Wood,Bari,Wood
A1221,James Gould Cozzens,James,Cozzens
A1222,Reidar Jonsson,Reidar,Jonsson
A1223,Marianne Ruuth,Marianne,Ruuth
A1224,June Vendall Clark,June,Clark
A1225,Robert Reilly,Robert,Reilly
A1226,Kem Nunn,Kem,Nunn
A1227,Larry King,Larry,King
A1228,Ernest J. Gaines,,
A1229,Anne Lamott,Anne,Lamott
A1230,Bret Lott,Bret,Lott
A1231,Zora Neale Hurston,Zora,Hurston
A1232,Jude Fisher,Jude,Fisher
A1233,Salman Rushdie,Salman,Rushdie
A1234,G. P. Taylor,,
A1235,Bill Bryson,Bill,Bryson
A1236,Ron Walotsky,Ron,Walotsky
A1237,Judy Astley,Judy,Astley
A1238,Roger E. Allen,,
A1239,Margaret Tempest,Margaret,Tempest
A1240,Maureen Bradley,Maureen,Bradley
A1241,James Barclay,James,Barclay
A1242,Kahlil Gibran,Kahlil,Gibran
A1243,Libby Purves,Libby,Purves
A1244,Jane Kirkpatrick,Jane,Kirkpatrick
A1245,Tess Gerritsen,Tess,Gerritsen
A1246,Olive Ann Burns,Olive,Burns
A1247,Michael Ende,Michael,Ende
A1248,Ralph Manheim,Ralph,Manheim
A1249,Annie Proulx,Annie,Proulx
A1250,Corrie Ten Boom,Corrie,Boom
A1251,John Sherrill,John,Sherrill
A1252,Elizabeth Sherrill,Elizabeth,Sherrill
A1253,Bodie Thoene,Bodie,Thoene
A1254,Brock Thoene,Brock,Thoene
A1255,Marlo Schalesky,Marlo,Schalesky
A1256,Michael Paterniti,Michael,Paterniti
A1257,Dorothy R. Miller,,
A1258,Steve Martin,Steve,Martin
A1259,Banana Yoshimoto,Banana,Yoshimoto
A1260,Ann Rae Jonas,Ann,Jonas
A1261,Reader'S Digest,Reader'S,Digest
A1262,Joseph Campbell,Joseph,Campbell
A1263,Bill Moyers,Bill,Moyers
A1264,Dyanne Gibson,Dyanne,Gibson
A1265,Isaac Asimov,Isaac,Asimov
A1266,Edwidge Danticat,Edwidge,Danticat
A1267,Joe R Lansdale,Joe,Lansdale
A1268,Arturo Perez-reverte,Arturo,Perez-reverte
A1269,Margaret Jull Costa,Margaret,Costa
A1270,Sheila O'Connor,Sheila,O'Connor
A1271,Erik Larson,Erik,Larson
A1272,Saul Bellow,Saul,Bellow
A1273,Dan Millman,Dan,Millman
A1274,Ned Vizzini,Ned,Vizzini
A1275,Laurie Halse Anderson,Laurie,Anderson
A1276,Chris Wooding,Chris,Wooding
A1277,Mary Mcgarry Morris,Mary,Morris
A1278,Brian O'Leary,Brian,O'Leary
A1279,Meredith Miller,Meredith,Miller
A1280,David Peat,David,Peat
A1281,L. Ron Hubbard,,
A1282,Jeffery Deaver,Jeffery,Deaver
A1283,Stephen Coonts,Stephen,Coonts
A1284,John Whitman,John,Whitman
A1285,Peter Kummer,Peter,Kummer
A1286,Sven Regener,Sven,Regener
A1287,Wendy Leigh,Wendy,Leigh
A1288,Dorothy Sterling,Dorothy,Sterling
A1289,B. K. S. Iyengar,,
A1290,Yehudi Menuhin,Yehudi,Menuhin
A1291,Kate Atkinson,Kate,Atkinson
A1292,Susan M. Mcintosh,,
A1293,Thomas Nelson,Thomas,Nelson
A1294,Diane Muldrow,Diane,Muldrow
A1295,Robert Bloch,Robert,Bloch
A1296,Mollie Molay,Mollie,Molay
A1297,Grace Collins,Grace,Collins
A1298,Judy Blume,Judy,Blume
A1299,Jonathan Rabb,Jonathan,Rabb
A1300,Patrick Robinson,Patrick,Robinson
A1301,Robert T. Bakker,,
A1302,Fred Saberhagen,Fred,Saberhagen
A1303,Richard Moran,Richard,Moran
A1304,Michael Dimercurio,Michael,Dimercurio
A1305,Wilkie Collins,Wilkie,Collins
A1306,Randall Wallace,Randall,Wallace
A1307,Rhoda Huffey,Rhoda,Huffey
A1308,Calvin Trillin,Calvin,Trillin
